metric,mem_percent,k,f1_macro_val,precision_macro_val,recall_macro_val,n_mem
manhattan,0.15000000000000002,27,0.5411605168273039,0.9256854256854257,0.5442477876106194,492
manhattan,0.15000000000000002,29,0.5088506264976853,0.9232424677187948,0.5265486725663717,492
manhattan,0.15000000000000002,31,0.5004474155174229,0.9226361031518624,0.5221238938053098,492
manhattan,0.15000000000000002,33,0.5004474155174229,0.9226361031518624,0.5221238938053098,492
manhattan,0.15000000000000002,35,0.4919071963292289,0.9220314735336195,0.5176991150442478,492
manhattan,0.15000000000000002,37,0.48322641005078854,0.9214285714285715,0.5132743362831859,492
manhattan,0.15000000000000002,39,0.48322641005078854,0.9214285714285715,0.5132743362831859,492
manhattan,0.15000000000000002,41,0.47440137406122657,0.920827389443652,0.5088495575221239,492
manhattan,0.15000000000000002,43,0.47440137406122657,0.920827389443652,0.5088495575221239,492
manhattan,0.15000000000000002,45,0.47440137406122657,0.920827389443652,0.5088495575221239,492
manhattan,0.15000000000000002,47,0.4654282765737874,0.9202279202279202,0.504424778761062,492
manhattan,0.15000000000000002,49,0.4654282765737874,0.9202279202279202,0.504424778761062,492
manhattan,0.15000000000000002,51,0.4654282765737874,0.9202279202279202,0.504424778761062,492
minkowski,0.15000000000000002,1,0.7078733613498087,0.7183234104141312,0.6991075446227689,492
minkowski,0.15000000000000002,3,0.6655198916663616,0.7250542560887389,0.63998800059997,492
minkowski,0.15000000000000002,5,0.646379996581447,0.7350968923549568,0.6193715314234288,492
minkowski,0.15000000000000002,7,0.6738307266332411,0.7938613231552163,0.6385780710964453,492
minkowski,0.15000000000000002,9,0.6311802232854864,0.7678212851405622,0.6040272986350682,492
minkowski,0.15000000000000002,11,0.6178517068928028,0.7813206693803709,0.5932953352332384,492
minkowski,0.15000000000000002,13,0.5848301836334462,0.7398700501381357,0.57032398380081,492
minkowski,0.15000000000000002,15,0.5685618341824918,0.7540281329923273,0.55959202039898,492
minkowski,0.15000000000000002,17,0.5580601706331387,0.788118410381184,0.5532848357582121,492
minkowski,0.15000000000000002,19,0.5444664514866979,0.7925387596899225,0.5452827358632069,492
minkowski,0.15000000000000002,21,0.5455664797177914,0.8188368235538046,0.5461301934903254,492
minkowski,0.15000000000000002,23,0.5369106031409874,0.7823968484345842,0.5408579571021449,492
minkowski,0.15000000000000002,25,0.5144320032444284,0.7735209235209235,0.5284310784460777,492
minkowski,0.15000000000000002,27,0.4988983929497149,0.7795566502463054,0.5204289785510725,492
minkowski,0.15000000000000002,29,0.49119644173070853,0.821919770773639,0.5168516574171291,492
minkowski,0.15000000000000002,31,0.4919071963292289,0.9220314735336195,0.5176991150442478,492
minkowski,0.15000000000000002,33,0.47440137406122657,0.920827389443652,0.5088495575221239,492
minkowski,0.15000000000000002,35,0.47440137406122657,0.920827389443652,0.5088495575221239,492
minkowski,0.15000000000000002,37,0.4825843925921506,0.7963161659513591,0.5124268786560672,492
minkowski,0.15000000000000002,39,0.48322641005078854,0.9214285714285715,0.5132743362831859,492
minkowski,0.15000000000000002,41,0.4654282765737874,0.9202279202279202,0.504424778761062,492
minkowski,0.15000000000000002,43,0.4654282765737874,0.9202279202279202,0.504424778761062,492
minkowski,0.15000000000000002,45,0.4654282765737874,0.9202279202279202,0.504424778761062,492
minkowski,0.15000000000000002,47,0.4563031709203403,0.41963015647226176,0.5,492
minkowski,0.15000000000000002,49,0.4563031709203403,0.41963015647226176,0.5,492
minkowski,0.15000000000000002,51,0.4563031709203403,0.41963015647226176,0.5,492
cosine,0.15000000000000002,1,0.7002056993778848,0.7297639444127165,0.6810334483275836,492
cosine,0.15000000000000002,3,0.6477453995485742,0.7038096635367762,0.625018749062547,492
cosine,0.15000000000000002,5,0.6407699628238845,0.7036806635562467,0.6178641067946602,492
cosine,0.15000000000000002,7,0.6363498052580331,0.7465214454576157,0.6094870256487176,492
cosine,0.15000000000000002,9,0.6039869835106237,0.7595706035767511,0.5835983200839958,492
cosine,0.15000000000000002,11,0.582178942074704,0.7692035398230088,0.568441577921104,492
cosine,0.15000000000000002,13,0.5835044549130587,0.783474472263132,0.5692890355482225,492
cosine,0.15000000000000002,15,0.560446297948802,0.8334697962154294,0.5549797510124493,492
cosine,0.15000000000000002,17,0.5466765873015873,0.8491638795986622,0.5469776511174441,492
cosine,0.15000000000000002,19,0.5312389914951436,0.8339464004203889,0.5381280935953202,492
cosine,0.15000000000000002,21,0.5322510122996787,0.8749639249639249,0.5389755512224389,492
cosine,0.15000000000000002,23,0.5322510122996787,0.8749639249639249,0.5389755512224389,492
cosine,0.15000000000000002,25,0.49967026437614676,0.8391917742706839,0.5212764361781911,492
cosine,0.15000000000000002,27,0.49967026437614676,0.8391917742706839,0.5212764361781911,492
cosine,0.15000000000000002,29,0.5004474155174229,0.9226361031518624,0.5221238938053098,492
cosine,0.15000000000000002,31,0.5004474155174229,0.9226361031518624,0.5221238938053098,492
cosine,0.15000000000000002,33,0.4654282765737874,0.9202279202279202,0.504424778761062,492
cosine,0.15000000000000002,35,0.4654282765737874,0.9202279202279202,0.504424778761062,492
cosine,0.15000000000000002,37,0.47440137406122657,0.920827389443652,0.5088495575221239,492
cosine,0.15000000000000002,39,0.4654282765737874,0.9202279202279202,0.504424778761062,492
cosine,0.15000000000000002,41,0.4563031709203403,0.41963015647226176,0.5,492
cosine,0.15000000000000002,43,0.4563031709203403,0.41963015647226176,0.5,492
cosine,0.15000000000000002,45,0.4563031709203403,0.41963015647226176,0.5,492
cosine,0.15000000000000002,47,0.4563031709203403,0.41963015647226176,0.5,492
cosine,0.15000000000000002,49,0.4563031709203403,0.41963015647226176,0.5,492
cosine,0.15000000000000002,51,0.4563031709203403,0.41963015647226176,0.5,492
chebyshev,0.15000000000000002,1,0.6487430697957013,0.6602656507413509,0.640077996100195,492
chebyshev,0.15000000000000002,3,0.6301817723346071,0.6606858054226475,0.6148492575371232,492
chebyshev,0.15000000000000002,5,0.6177270255573681,0.6586290246878813,0.6013874306284686,492
chebyshev,0.15000000000000002,7,0.5883748164026834,0.6549179304749423,0.5744637768111595,492
chebyshev,0.15000000000000002,9,0.5808078942508114,0.6793233082706767,0.5679691015449227,492
chebyshev,0.15000000000000002,11,0.5667371016023948,0.6858918970814132,0.5580845957702114,492
chebyshev,0.15000000000000002,13,0.5511552863626167,0.6971956308296514,0.5482000899955002,492
chebyshev,0.15000000000000002,15,0.5360004631773969,0.6641304347826087,0.5385030748462577,492
chebyshev,0.15000000000000002,17,0.5391089664459656,0.7003294289897511,0.5410454477276136,492
chebyshev,0.15000000000000002,19,0.5318015318015318,0.6878654970760234,0.5366206689665517,492
chebyshev,0.15000000000000002,21,0.5263062045856022,0.7055585880640466,0.533890805459727,492
chebyshev,0.15000000000000002,23,0.5205233134920635,0.7316053511705686,0.5311609419529024,492
chebyshev,0.15000000000000002,25,0.5063454369031204,0.7562439961575408,0.5240062996850158,492
chebyshev,0.15000000000000002,27,0.5063454369031204,0.7562439961575408,0.5240062996850158,492
chebyshev,0.15000000000000002,29,0.49048990225460815,0.7551410808225729,0.5160041997900106,492
chebyshev,0.15000000000000002,31,0.49119644173070853,0.821919770773639,0.5168516574171291,492
chebyshev,0.15000000000000002,33,0.49048990225460815,0.7551410808225729,0.5160041997900106,492
chebyshev,0.15000000000000002,35,0.49048990225460815,0.7551410808225729,0.5160041997900106,492
chebyshev,0.15000000000000002,37,0.49048990225460815,0.7551410808225729,0.5160041997900106,492
chebyshev,0.15000000000000002,39,0.4988983929497149,0.7795566502463054,0.5204289785510725,492
chebyshev,0.15000000000000002,41,0.49048990225460815,0.7551410808225729,0.5160041997900106,492
chebyshev,0.15000000000000002,43,0.4813095401330696,0.671090387374462,0.5107319634018299,492
chebyshev,0.15000000000000002,45,0.48194546794399407,0.7212034383954155,0.5115794210289486,492
chebyshev,0.15000000000000002,47,0.4825843925921506,0.7963161659513591,0.5124268786560672,492
chebyshev,0.15000000000000002,49,0.4738305265971665,0.7540476190476191,0.5080020998950052,492
chebyshev,0.15000000000000002,51,0.4738305265971665,0.7540476190476191,0.5080020998950052,492
euclidean,0.25000000000000006,1,0.7172241423076172,0.7270888388633323,0.7088045597720114,820
euclidean,0.25000000000000006,3,0.6844250520721109,0.7403191148905043,0.6576871156442178,820
euclidean,0.25000000000000006,5,0.65873786407767,0.7371001031991744,0.6309509524523773,820
euclidean,0.25000000000000006,7,0.6348015110478986,0.7396598504400768,0.6086395680215989,820
euclidean,0.25000000000000006,9,0.6417834394904458,0.8003003003003003,0.6109944502774861,820
euclidean,0.25000000000000006,11,0.6375198728139905,0.8063088109495296,0.6074171291435428,820
euclidean,0.25000000000000006,13,0.622438527426651,0.816468548786528,0.5958377081145942,820
euclidean,0.25000000000000006,15,0.6176884478457096,0.8254497354497354,0.592260386980651,820
euclidean,0.25000000000000006,17,0.5902139624194211,0.7899410029498525,0.5737138143092845,820
euclidean,0.25000000000000006,19,0.5640219952867243,0.7775256222547584,0.5568621568921555,820
euclidean,0.25000000000000006,21,0.5779992423580149,0.7924175677479642,0.5657117144142794,820
euclidean,0.25000000000000006,23,0.5748959736566382,0.8451338199513383,0.5638293085345732,820
euclidean,0.25000000000000006,25,0.5702513693270735,0.8947189922480621,0.5610994450277487,820
euclidean,0.25000000000000006,27,0.5702513693270735,0.8947189922480621,0.5610994450277487,820
euclidean,0.25000000000000006,29,0.5477970335675254,0.8845272551857212,0.5478251087445628,820
euclidean,0.25000000000000006,31,0.5302357533177205,0.7997467438494935,0.5372806359682015,820
euclidean,0.25000000000000006,33,0.5312389914951436,0.8339464004203889,0.5381280935953202,820
euclidean,0.25000000000000006,35,0.5242965119248251,0.8687960294588537,0.5345507724613769,820
euclidean,0.25000000000000006,37,0.5242965119248251,0.8687960294588537,0.5345507724613769,820
euclidean,0.25000000000000006,39,0.5171202695697252,0.9238505747126438,0.5309734513274337,820
euclidean,0.25000000000000006,41,0.5332720494356774,0.9250720461095101,0.5398230088495575,820
euclidean,0.25000000000000006,43,0.5332720494356774,0.9250720461095101,0.5398230088495575,820
euclidean,0.25000000000000006,45,0.5252596713509341,0.9244604316546763,0.5353982300884956,820
euclidean,0.25000000000000006,47,0.5171202695697252,0.9238505747126438,0.5309734513274337,820
euclidean,0.25000000000000006,49,0.5088506264976853,0.9232424677187948,0.5265486725663717,820
euclidean,0.25000000000000006,51,0.5088506264976853,0.9232424677187948,0.5265486725663717,820
manhattan,0.25000000000000006,1,0.7139202153163062,0.732653809873179,0.6997675116244187,820
manhattan,0.25000000000000006,3,0.7501985058323426,0.8104133545310016,0.7167166641667917,820
manhattan,0.25000000000000006,5,0.7291447139375653,0.8187056514518645,0.6899805009749512,820
manhattan,0.25000000000000006,7,0.7276145283731876,0.8395341134908368,0.684520773961302,820
manhattan,0.25000000000000006,9,0.6915313734093901,0.83270465224009,0.6508174591270437,820
manhattan,0.25000000000000006,11,0.6698398459143557,0.8462406015037593,0.6312359382030899,820
manhattan,0.25000000000000006,13,0.6734474860245712,0.8690862901882392,0.6329308534573271,820
manhattan,0.25000000000000006,15,0.6457928453177859,0.8686973749380882,0.611654417279136,820
manhattan,0.25000000000000006,17,0.6318305402032448,0.8477693645758724,0.6019574021298935,820
manhattan,0.25000000000000006,19,0.6077663313258903,0.8481836033382426,0.5851057447127643,820
manhattan,0.25000000000000006,21,0.5875574955411621,0.8343806730903505,0.5718314084295786,820
manhattan,0.25000000000000006,23,0.5748959736566382,0.8451338199513383,0.5638293085345732,820
manhattan,0.25000000000000006,25,0.5477970335675254,0.8845272551857212,0.5478251087445628,820
manhattan,0.25000000000000006,27,0.540083538825424,0.8801234892275355,0.5434003299835009,820
manhattan,0.25000000000000006,29,0.5477970335675254,0.8845272551857212,0.5478251087445628,820
manhattan,0.25000000000000006,31,0.5489280861557043,0.926300578034682,0.5486725663716814,820
manhattan,0.25000000000000006,33,0.540083538825424,0.8801234892275355,0.5434003299835009,820
manhattan,0.25000000000000006,35,0.540083538825424,0.8801234892275355,0.5434003299835009,820
manhattan,0.25000000000000006,37,0.5171202695697252,0.9238505747126438,0.5309734513274337,820
manhattan,0.25000000000000006,39,0.5332720494356774,0.9250720461095101,0.5398230088495575,820
manhattan,0.25000000000000006,41,0.5332720494356774,0.9250720461095101,0.5398230088495575,820
manhattan,0.25000000000000006,43,0.5252596713509341,0.9244604316546763,0.5353982300884956,820
manhattan,0.25000000000000006,45,0.5322510122996787,0.8749639249639249,0.5389755512224389,820
manhattan,0.25000000000000006,47,0.5242965119248251,0.8687960294588537,0.5345507724613769,820
manhattan,0.25000000000000006,49,0.5171202695697252,0.9238505747126438,0.5309734513274337,820
manhattan,0.25000000000000006,51,0.5171202695697252,0.9238505747126438,0.5309734513274337,820
minkowski,0.25000000000000006,1,0.7172241423076172,0.7270888388633323,0.7088045597720114,820
minkowski,0.25000000000000006,3,0.6844250520721109,0.7403191148905043,0.6576871156442178,820
minkowski,0.25000000000000006,5,0.65873786407767,0.7371001031991744,0.6309509524523773,820
minkowski,0.25000000000000006,7,0.6348015110478986,0.7396598504400768,0.6086395680215989,820
minkowski,0.25000000000000006,9,0.6417834394904458,0.8003003003003003,0.6109944502774861,820
minkowski,0.25000000000000006,11,0.6375198728139905,0.8063088109495296,0.6074171291435428,820
minkowski,0.25000000000000006,13,0.622438527426651,0.816468548786528,0.5958377081145942,820
minkowski,0.25000000000000006,15,0.6176884478457096,0.8254497354497354,0.592260386980651,820
minkowski,0.25000000000000006,17,0.5902139624194211,0.7899410029498525,0.5737138143092845,820
minkowski,0.25000000000000006,19,0.5640219952867243,0.7775256222547584,0.5568621568921555,820
minkowski,0.25000000000000006,21,0.5779992423580149,0.7924175677479642,0.5657117144142794,820
minkowski,0.25000000000000006,23,0.5748959736566382,0.8451338199513383,0.5638293085345732,820
minkowski,0.25000000000000006,25,0.5702513693270735,0.8947189922480621,0.5610994450277487,820
minkowski,0.25000000000000006,27,0.5702513693270735,0.8947189922480621,0.5610994450277487,820
minkowski,0.25000000000000006,29,0.5477970335675254,0.8845272551857212,0.5478251087445628,820
minkowski,0.25000000000000006,31,0.5302357533177205,0.7997467438494935,0.5372806359682015,820
minkowski,0.25000000000000006,33,0.5312389914951436,0.8339464004203889,0.5381280935953202,820
minkowski,0.25000000000000006,35,0.5242965119248251,0.8687960294588537,0.5345507724613769,820
minkowski,0.25000000000000006,37,0.5242965119248251,0.8687960294588537,0.5345507724613769,820
minkowski,0.25000000000000006,39,0.5171202695697252,0.9238505747126438,0.5309734513274337,820
minkowski,0.25000000000000006,41,0.5332720494356774,0.9250720461095101,0.5398230088495575,820
